classification,count
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Russulales|Russulaceae|Lactarius,24
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Russulales|Russulaceae|Russula,53
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Russulales|Stereaceae|Aleurodiscus,25
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Russulales|Stereaceae|Stereum,214
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Russulales|Stereaceae|Xylobolus,1
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Sebacinales|Sebacinaceae,1
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Sebacinales|Sebacinaceae|Tremellodendron,11
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Thelephorales,9
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Thelephorales|Bankeraceae,2
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Thelephorales|Bankeraceae|Phellodon,3
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Thelephorales|Bankeraceae|Sarcodon,1
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Thelephorales|Thelephoraceae,9
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Thelephorales|Thelephoraceae|Thelephora,28
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Trechisporales|Hydnodontaceae|Brevicellicium,1
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Trechisporales|Hydnodontaceae|Pseudohydnum,1
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Trechisporales|Hydnodontaceae|Trechispora,7
Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Trechisporales|Thelephorales|Thelephoraceae|Hydnodontaceae|Tomentella,1
Fungi|Basidiomycota|Agaricomycotina|Dacrymycetes|Agaricomycetes|Agaricomycetidae|Agaricales|Dacrymycetales|Tympanidaceae|Schizophyllaceae|Dacrymycetaceae|Ditiola,1
Fungi|Basidiomycota|Agaricomycotina|Dacrymycetes|Dacrymycetales|Dacrymycetaceae,2
Fungi|Basidiomycota|Agaricomycotina|Dacrymycetes|Dacrymycetales|Dacrymycetaceae|Arrhytidia,1
Fungi|Basidiomycota|Agaricomycotina|Dacrymycetes|Dacrymycetales|Dacrymycetaceae|Calocera,4
Fungi|Basidiomycota|Agaricomycotina|Dacrymycetes|Dacrymycetales|Dacrymycetaceae|Dacrymyces,29
Fungi|Basidiomycota|Agaricomycotina|Dacrymycetes|Dacrymycetales|Dacrymycetaceae|Dacryomyces,8
Fungi|Basidiomycota|Agaricomycotina|Dacrymycetes|Dacrymycetales|Dacrymycetaceae|Femsjonia,1
Fungi|Basidiomycota|Agaricomycotina|Dacrymycetes|Dacrymycetales|Dacrymycetaceae|Guepiniopsis,10
Fungi|Basidiomycota|Agaricomycotina|Dacrymycetes|Dacrymycetales|Dacrymycetaceae|Heterotextus,6
Fungi|Basidiomycota|Agaricomycotina|Tremellomycetes|Tremellales|Tremellaceae,2
Fungi|Basidiomycota|Agaricomycotina|Tremellomycetes|Tremellales|Tremellaceae|Tremella,6
Fungi|Basidiomycota|Ascomycota|Pezizomycotina|Agaricomycotina|Arthoniomycetes|Agaricomycetes|Arthoniomycetidae|Arthoniales|Thelephorales|Arthoniaceae|Thelephoraceae|Hypochnus,14
Fungi|Basidiomycota|Ascomycota|Pezizomycotina|Agaricomycotina|Lecanoromycetes|Agaricomycetes|Ostropomycetidae|Agaricomycetidae|Ostropales|Agaricales|Pluteaceae|Gyalectaceae|Volvaria,1
Fungi|Basidiomycota|Ascomycota|Pezizomycotina|Agaricomycotina|Leotiomycetes|Agaricomycetes|Leotiomycetidae|Agaricomycetidae|Helotiales|Agaricales|Mycenaceae|Helotiaceae|Helotium,36
Fungi|Basidiomycota|Ascomycota|Pezizomycotina|Agaricomycotina|Leotiomycetes|Agaricomycetes|Leotiomycetidae|Agaricomycetidae|Helotiales|Agaricales|Tricholomataceae|Geoglossaceae|Leptoglossum,1
Fungi|Basidiomycota|Ascomycota|Pezizomycotina|Agaricomycotina|Pezizomycetes|Agaricomycetes|Pezizomycetidae|Agaricomycetidae|Pezizales|Agaricales|Pezizaceae|Agaricaceae|Peziza,34
Fungi|Basidiomycota|Ascomycota|Pezizomycotina|Agaricomycotina|Pezizomycetes|Agaricomycetes|Pezizomycetidae|Agaricomycetidae|Pezizales|Boletales|Morchellaceae|Boletaceae|Boletus,15
Fungi|Basidiomycota|Ascomycota|Pezizomycotina|Agaricomycotina|Sordariomycetes|Agaricomycetes|Hypocreomycetidae|Agaricomycetidae|Polyporales|Hypocreales|Meruliaceae|Hyphoderma,2
Fungi|Basidiomycota|Ascomycota|Pucciniomycotina|Pezizomycotina|Pucciniomycetes|Eurotiomycetes|Chaetothyriomycetidae|Pyrenulales|Pucciniales|Pyrenulaceae|Uropyxidaceae|Polythelis,2
Fungi|Basidiomycota|Ascomycota|Pucciniomycotina|Pucciniomycetes|Pucciniales|Aplosporellaceae|Melampsoraceae|Podosporium,1
Fungi|Basidiomycota|Pucciniomycotina|Pucciniomycetes|Platygloeales|Eocronartiaceae|Herpobasidium,1
Fungi|Basidiomycota|Pucciniomycotina|Pucciniomycetes|Platygloeales|Platygloeaceae|Eocronartium,1
Fungi|Basidiomycota|Pucciniomycotina|Pucciniomycetes|Pucciniales,15
Fungi|Basidiomycota|Pucciniomycotina|Pucciniomycetes|Pucciniales|Aecidium,36
Fungi|Basidiomycota|Pucciniomycotina|Pucciniomycetes|Pucciniales|Caeoma,4
Fungi|Basidiomycota|Pucciniomycotina|Pucciniomycetes|Pucciniales|Coleopuccinia,1
Fungi|Basidiomycota|Pucciniomycotina|Pucciniomycetes|Pucciniales|Coleosporiaceae|Chrysomyxa,9
Fungi|Basidiomycota|Pucciniomycotina|Pucciniomycetes|Pucciniales|Coleosporiaceae|Coleosporium,54
Fungi|Basidiomycota|Pucciniomycotina|Pucciniomycetes|Pucciniales|Coleosporiaceae|Gallowaya,1
Fungi|Basidiomycota|Pucciniomycotina|Pucciniomycetes|Pucciniales|Coleosporiaceae|Melampsoropsis,3
Fungi|Basidiomycota|Pucciniomycotina|Pucciniomycetes|Pucciniales|Cronartiaceae|Cronartium,17
Fungi|Basidiomycota|Pucciniomycotina|Pucciniomycetes|Pucciniales|Cronartiaceae|Cronartium|Cronartium asclepiadeum,1
Fungi|Basidiomycota|Pucciniomycotina|Pucciniomycetes|Pucciniales|Cronartiaceae|Peridermium,5
Fungi|Basidiomycota|Pucciniomycotina|Pucciniomycetes|Pucciniales|Melampsoraceae|Melampsora,53
Fungi|Basidiomycota|Pucciniomycotina|Pucciniomycetes|Pucciniales|Phakopsoraceae|Cerotelium,3
Fungi|Basidiomycota|Pucciniomycotina|Pucciniomycetes|Pucciniales|Phakopsoraceae|Phakopsora,3
Fungi|Basidiomycota|Pucciniomycotina|Pucciniomycetes|Pucciniales|Phakopsoraceae|Pucciniostele,2
Fungi|Basidiomycota|Pucciniomycotina|Pucciniomycetes|Pucciniales|Phragmidiaceae|Earlea,2
Fungi|Basidiomycota|Pucciniomycotina|Pucciniomycetes|Pucciniales|Phragmidiaceae|Frommea,1
Fungi|Basidiomycota|Pucciniomycotina|Pucciniomycetes|Pucciniales|Phragmidiaceae|Gymnoconia,9
Fungi|Basidiomycota|Pucciniomycotina|Pucciniomycetes|Pucciniales|Phragmidiaceae|Hamaspora,1
Fungi|Basidiomycota|Pucciniomycotina|Pucciniomycetes|Pucciniales|Phragmidiaceae|Kuehneola,2
Fungi|Basidiomycota|Pucciniomycotina|Pucciniomycetes|Pucciniales|Phragmidiaceae|Phragmidium,44
Fungi|Basidiomycota|Pucciniomycotina|Pucciniomycetes|Pucciniales|Phragmidiaceae|Trachyspora,2
Fungi|Basidiomycota|Pucciniomycotina|Pucciniomycetes|Pucciniales|Phragmidiaceae|Xenodochus,2
Fungi|Basidiomycota|Pucciniomycotina|Pucciniomycetes|Pucciniales|Pileolariaceae|Pileolaria,8
Fungi|Basidiomycota|Pucciniomycotina|Pucciniomycetes|Pucciniales|Pucciniaceae,3
Fungi|Basidiomycota|Pucciniomycotina|Pucciniomycetes|Pucciniales|Pucciniaceae|Allodus,2
Fungi|Basidiomycota|Pucciniomycotina|Pucciniomycetes|Pucciniales|Pucciniaceae|Cumminsiella,3
Fungi|Basidiomycota|Pucciniomycotina|Pucciniomycetes|Pucciniales|Pucciniaceae|Dicaeoma,2
Fungi|Basidiomycota|Pucciniomycotina|Pucciniomycetes|Pucciniales|Pucciniaceae|Gymnosporangium,41
Fungi|Basidiomycota|Pucciniomycotina|Pucciniomycetes|Pucciniales|Pucciniaceae|Micropuccinia,1
Fungi|Basidiomycota|Pucciniomycotina|Pucciniomycetes|Pucciniales|Pucciniaceae|Puccinia,677
Fungi|Basidiomycota|Pucciniomycotina|Pucciniomycetes|Pucciniales|Pucciniaceae|Puccinia|Puccinia andropogonis,1
Fungi|Basidiomycota|Pucciniomycotina|Pucciniomycetes|Pucciniales|Pucciniaceae|Puccinia|Puccinia caricis,1
Fungi|Basidiomycota|Pucciniomycotina|Pucciniomycetes|Pucciniales|Pucciniaceae|Puccinia|Puccinia euphorbiae,1
Fungi|Basidiomycota|Pucciniomycotina|Pucciniomycetes|Pucciniales|Pucciniaceae|Puccinia|Puccinia extensicola,8
Fungi|Basidiomycota|Pucciniomycotina|Pucciniomycetes|Pucciniales|Pucciniaceae|Puccinia|Puccinia graminis,2
Fungi|Basidiomycota|Pucciniomycotina|Pucciniomycetes|Pucciniales|Pucciniaceae|Puccinia|Puccinia jonesii,1
Fungi|Basidiomycota|Pucciniomycotina|Pucciniomycetes|Pucciniales|Pucciniaceae|Puccinia|Puccinia rubigo-vera,10
Fungi|Basidiomycota|Pucciniomycotina|Pucciniomycetes|Pucciniales|Pucciniaceae|Puccinia|Puccinia vagans,3
Fungi|Basidiomycota|Pucciniomycotina|Pucciniomycetes|Pucciniales|Pucciniaceae|Uromyces,179
Fungi|Basidiomycota|Pucciniomycotina|Pucciniomycetes|Pucciniales|Pucciniaceae|Uromyces|Uromyces acuminatus,1
Fungi|Basidiomycota|Pucciniomycotina|Pucciniomycetes|Pucciniales|Pucciniastraceae|Calyptospora,2
Fungi|Basidiomycota|Pucciniomycotina|Pucciniomycetes|Pucciniales|Pucciniastraceae|Hyalopsora,5
Fungi|Basidiomycota|Pucciniomycotina|Pucciniomycetes|Pucciniales|Pucciniastraceae|Melampsorella,8
Fungi|Basidiomycota|Pucciniomycotina|Pucciniomycetes|Pucciniales|Pucciniastraceae|Melampsoridium,2
Fungi|Basidiomycota|Pucciniomycotina|Pucciniomycetes|Pucciniales|Pucciniastraceae|Milesia,7
Fungi|Basidiomycota|Pucciniomycotina|Pucciniomycetes|Pucciniales|Pucciniastraceae|Pucciniastrum,45
Fungi|Basidiomycota|Pucciniomycotina|Pucciniomycetes|Pucciniales|Pucciniastraceae|Thekopsora,1
Fungi|Basidiomycota|Pucciniomycotina|Pucciniomycetes|Pucciniales|Pucciniastraceae|Uredinopsis,10
Fungi|Basidiomycota|Pucciniomycotina|Pucciniomycetes|Pucciniales|Pucciniosiraceae|Pucciniosira,1
Fungi|Basidiomycota|Pucciniomycotina|Pucciniomycetes|Pucciniales|Raveneliaceae|Dicheirinia,2
Fungi|Basidiomycota|Pucciniomycotina|Pucciniomycetes|Pucciniales|Raveneliaceae|Nyssopsora,8
Fungi|Basidiomycota|Pucciniomycotina|Pucciniomycetes|Pucciniales|Raveneliaceae|Ravenelia,4
Fungi|Basidiomycota|Pucciniomycotina|Pucciniomycetes|Pucciniales|Raveneliaceae|Triphragmium,2
Fungi|Basidiomycota|Pucciniomycotina|Pucciniomycetes|Pucciniales|Uredo,7
Fungi|Basidiomycota|Pucciniomycotina|Pucciniomycetes|Pucciniales|Uropyxidaceae|Ochropsora,1
Fungi|Basidiomycota|Pucciniomycotina|Pucciniomycetes|Pucciniales|Uropyxidaceae|Prospodium,2
Fungi|Basidiomycota|Pucciniomycotina|Pucciniomycetes|Pucciniales|Uropyxidaceae|Tranzschelia,5
Fungi|Basidiomycota|Pucciniomycotina|Pucciniomycetes|Pucciniales|Uropyxidaceae|Uropyxis,4
Fungi|Basidiomycota|Pucciniomycotina|Pucciniomycetes|Septobasidiales|Septobasidiaceae|Glenospora,3
Fungi|Basidiomycota|Pucciniomycotina|Pucciniomycetes|Septobasidiales|Septobasidiaceae|Septobasidium,4
Fungi|Basidiomycota|Pucciniomycotina|Tritirachium,1
Fungi|Basidiomycota|Ustilaginomycotina|Exobasidiomycetes|Exobasidiomycetidae|Entylomatales|Entylomataceae|Entyloma,10
Fungi|Basidiomycota|Ustilaginomycotina|Exobasidiomycetes|Exobasidiomycetidae|Exobasidiales|Exobasidiaceae|Exobasidium,24
Fungi|Basidiomycota|Ustilaginomycotina|Exobasidiomycetes|Exobasidiomycetidae|Exobasidiales|Exobasidiaceae|Exobasidium|Exobasidium camelliae,1
Fungi|Basidiomycota|Ustilaginomycotina|Exobasidiomycetes|Exobasidiomycetidae|Microstromatales|Microstromataceae|Microstroma,1
Fungi|Basidiomycota|Ustilaginomycotina|Exobasidiomycetes|Exobasidiomycetidae|Tilletiales|Tilletiaceae|Tilletia,1
Fungi|Basidiomycota|Ustilaginomycotina|Ustilaginomycetes|Urocystidiales|Glomosporiaceae|Sorosporium,3
Fungi|Basidiomycota|Ustilaginomycotina|Ustilaginomycetes|Urocystidiales|Urocystidaceae|Tuburcinia,1
Fungi|Basidiomycota|Ustilaginomycotina|Ustilaginomycetes|Urocystidiales|Urocystidaceae|Urocystis,13
Fungi|Basidiomycota|Ustilaginomycotina|Ustilaginomycetes|Ustilaginomycetidae|Ustilaginales|Anthracoideaceae|Cintractia,14
Fungi|Basidiomycota|Ustilaginomycotina|Ustilaginomycetes|Ustilaginomycetidae|Ustilaginales|Anthracoideaceae|Schizonella,2
Fungi|Basidiomycota|Ustilaginomycotina|Ustilaginomycetes|Ustilaginomycetidae|Ustilaginales|Ustilaginaceae|Melanopsichium,2
Fungi|Basidiomycota|Ustilaginomycotina|Ustilaginomycetes|Ustilaginomycetidae|Ustilaginales|Ustilaginaceae|Ustilago,38
Fungi|Basidiomycota|Ustilaginomycotina|Ustilaginomycetes|Ustilaginomycetidae|Ustilaginales|Ustilaginaceae|Ustilago|Ustilago avenae,1
Fungi|Basidiomycota|Ustilaginomycotina|Ustilaginomycetes|Ustilaginomycetidae|Ustilaginales|Ustilaginaceae|Ustilago|Ustilago spegazzinii,3
Fungi|Blastocladiomycota|Basidiomycota|Pucciniomycotina|Pucciniomycetes|Blastocladiomycetes|Pucciniales|Blastocladiales|Phakopsoraceae|Physodermataceae|Physopella,1
Fungi|Blastocladiomycota|Blastocladiomycetes|Blastocladiales|Physodermataceae|Physoderma,1
Fungi|Chytridiomycota|Chytridiomycetes|Chytridiales|Chytridiaceae|Chytridium,1
Fungi|Chytridiomycota|Chytridiomycetes|Chytridiales|Synchytriaceae|Synchytrium,9
Fungi|Zygomycota|Ascomycota|Pezizomycotina|Mucoromycotina|Lecanoromycetes|Lecanoromycetidae|Teloschistales|Mucorales|Rhizopodaceae|Caliciaceae|Mucoraceae|Mucor,1
Fungi|Zygomycota|Entomophthoromycotina|Entomophthorales|Entomophthoraceae|Empusa,1
Fungi|Zygomycota|Entomophthoromycotina|Entomophthorales|Entomophthoraceae|Massospora,1
Fungi|Zygomycota|Mucoromycotina|Mucorales|Cunninghamellaceae|Cunninghamella,1
Incertae Sedis|Fungi|Ascomycota|Pezizomycotina|Arthrobotryum,4
Incertae Sedis|Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Erysiphales|Erysiphaceae|Sphaerotheca,12
Incertae Sedis|Fungi|Ascomycota|Pezizomycotina|Leotiomycetes|Leotiomycetidae|Erysiphales|Erysiphaceae|Sphaerotheca|Sphaerotheca humuli,3
Incertae Sedis|Fungi|Ascomycota|Pezizomycotina|Micropera,1
Incertae Sedis|Fungi|Ascomycota|Pezizomycotina|Physospora,1
Incertae Sedis|Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Dothideomycetes|Xylariomycetidae|Xylariales|Pseudomassariaceae|Hyponectriaceae|Apiosporella,1
Incertae Sedis|Fungi|Ascomycota|Pezizomycotina|Sordariomycetes|Hypocreomycetidae|Hypocreales|Hypocreaceae|Trichoderma,2
Incertae Sedis|Fungi|Ascomycota|Pezizomycotina|Spondylocladium,1
Incertae Sedis|Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Auriculariales|Phlogiotis,4
Incertae Sedis|Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Auriculariales|Tremellodon,9
Incertae Sedis|Fungi|Basidiomycota|Pucciniomycotina|Pucciniomycetes|Pucciniales|Nigredo,3
Incertae Sedis|Fungi|Zygomycota|Mucoromycotina|Mucorales|Sporodinia,1
Protozoa|Myxomycota,109
Protozoa|Myxomycota|Mycetozoa|Amoebozoa|Myxogastrea|Stemonitida|Stemonitidaceae,1
Protozoa|Myxomycota|Mycetozoa|Amoebozoa|Myxogastrea|Stemonitida|Stemonitidaceae|Diachea,1
Protozoa|Myxomycota|Mycetozoa|Amoebozoa|Myxogastrea|Stemonitida|Stemonitidaceae|Lamproderma,1
Protozoa|Myxomycota|Mycetozoa|Amoebozoa|Myxogastrea|Stemonitida|Stemonitidaceae|Stemonitis,35
Protozoa|Myxomycota|Myxomycetes,12
Protozoa|Myxomycota|Myxomycetes|Liceales|Cribrariaceae,3
Protozoa|Myxomycota|Myxomycetes|Liceales|Reticulariaceae,5
Protozoa|Myxomycota|Myxomycetes|Liceales|Reticulariaceae|Lycogala,43
Protozoa|Myxomycota|Myxomycetes|Physarales|Didymiaceae|Diderma,2
Protozoa|Myxomycota|Myxomycetes|Physarales|Physaraceae|Badhamia,1
Protozoa|Myxomycota|Myxomycetes|Physarales|Physaraceae|Fuligo,19
Protozoa|Myxomycota|Myxomycetes|Physarales|Physaraceae|Fuligo|Fuligo septica,1
Protozoa|Myxomycota|Myxomycetes|Physarales|Physaraceae|Physarum,22
Protozoa|Myxomycota|Myxomycetes|Trichiales,120
Protozoa|Myxomycota|Myxomycetes|Trichiales|Arcyriaceae,38
Protozoa|Myxomycota|Myxomycetes|Trichiales|Arcyriaceae|Arcyria,11
Protozoa|Myxomycota|Myxomycetes|Trichiales|Trichiaceae|Trichia,14
Rubroboletus,1
